vehicle_id,vehicle_type,make_id,model_year,color,date_stolen,location_id,age
1134,Hatchback,550,2003,Black,2021-10-17,101,18
1135,Hatchback,550,2003,Black,2021-10-21,101,18
1136,Saloon,580,2003,White,2022-01-09,102,19
1137,Saloon,587,1999,White,2022-01-29,114,23
1138,Utility,540,2003,White,2021-11-23,114,18
1139,Light Van,576,2003,White,2022-03-29,111,19
1140,Stationwagon,619,2003,Red,2021-11-29,102,18
1141,Utility,619,2003,Green,2021-12-15,104,18
1142,Saloon,548,2003,Green,2021-10-21,102,18
1143,Hatchback,548,2003,Silver,2021-10-24,104,18
1144,Hatchback,592,2003,Yellow,2022-01-30,107,19
1145,Stationwagon,540,2003,Red,2021-10-11,103,18
1146,Stationwagon,556,1990,White,2022-01-13,111,32
1147,Stationwagon,610,1998,Silver,2022-02-11,102,24
1148,Stationwagon,587,1997,Black,2021-11-26,102,24
1149,Saloon,550,2003,Black,2022-02-26,104,19
1150,Light Van,619,1993,Silver,2021-12-01,103,28
1151,Stationwagon,512,2003,Silver,2022-01-21,114,19
1152,Other Truck,619,1995,White,2021-10-08,104,26
1153,Stationwagon,556,1992,Green,2021-11-27,104,29
1154,Light Van,619,2003,Silver,2022-02-24,102,19
1155,Hatchback,587,2003,Blue,2021-10-15,109,18
1156,Utility,619,2003,Silver,2021-12-21,102,18
1157,Hatchback,576,1998,Silver,2022-03-22,102,24
1158,Hatchback,580,2003,Silver,2022-02-12,102,19
1159,Stationwagon,619,1996,Blue,2022-03-19,114,26
1160,Hatchback,550,2003,Blue,2022-02-27,102,19
1161,Saloon,619,2003,Blue,2021-11-27,114,18
1162,Saloon,580,2000,White,2022-03-07,106,22
1163,Hatchback,633,2003,Black,2022-03-20,104,19
1164,Other Truck,619,1997,White,2022-01-30,104,25
1165,Utility,540,2003,Red,2021-12-22,114,18
1166,Utility,576,2003,Silver,2022-02-13,102,19
1167,Stationwagon,619,1994,Blue,2022-01-21,102,28
1168,Stationwagon,550,1995,Blue,2022-01-30,114,27
1169,Stationwagon,587,1997,Gold,2022-02-25,115,25
1170,Saloon,587,1996,White,2021-10-20,102,25
1171,Stationwagon,507,2004,Red,2022-02-07,109,18
1172,Stationwagon,619,1996,Green,2022-01-19,108,26
1173,Saloon,548,2004,Red,2022-01-28,109,18
1174,Stationwagon,619,1995,Gold,2022-03-02,114,27
1175,Stationwagon,587,1993,Grey,2022-02-10,102,29
1176,Stationwagon,548,2004,Blue,2022-02-27,114,18
1177,Light Van,564,2004,White,2022-02-17,102,18
1178,Stationwagon,540,2004,Red,2021-10-10,102,17
1179,Utility,548,2004,Black,2022-03-13,101,18
1180,Stationwagon,619,1993,Silver,2021-11-01,114,28
1181,Utility,576,2004,Silver,2022-03-20,115,18
1182,Stationwagon,619,2003,Silver,2022-02-02,102,19
1183,Saloon,619,1996,Silver,2021-11-25,104,25
1184,Saloon,580,2003,Silver,2022-03-28,102,19
1185,Light Van,619,2000,White,2021-11-20,102,21
1186,Mobile Home - Light,580,1983,White,2022-01-03,102,39
1187,Utility,540,1999,Blue,2022-04-06,104,23
1188,Utility,540,2004,White,2021-12-04,109,17
1189,Stationwagon,610,1996,Red,2022-02-17,101,26
1190,Light Van,540,2004,White,2022-01-05,109,18
1191,Saloon,540,2004,Silver,2022-03-24,102,18
1192,Sports Car,580,1996,Silver,2022-03-14,102,26
1193,Utility,540,2004,White,2022-02-22,102,18
1194,Utility,576,2004,Green,2022-04-01,114,18
1195,Stationwagon,587,1997,Green,2022-03-24,104,25
1196,Saloon,540,2004,Silver,2022-02-21,101,18
1197,Saloon,587,1998,White,2021-12-30,102,23
1198,Utility,576,2004,White,2021-11-08,109,17
1199,Stationwagon,619,1996,Black,2022-03-13,102,26
1200,Saloon,587,1996,Green,2021-11-04,105,25
1201,Saloon,587,1995,Purple,2021-10-18,108,26
1202,Utility,540,2004,Blue,2022-01-31,109,18
1203,Utility,576,2004,White,2022-02-01,103,18
1204,Hatchback,576,1992,Red,2021-11-08,114,29
1205,Stationwagon,556,1994,Blue,2021-11-15,114,27
1206,Stationwagon,556,2000,White,2022-03-04,102,22
1207,Saloon,619,2001,White,2021-10-08,102,20
1208,Moped,617,2020,Black,2022-03-23,109,2
1209,Roadbike,625,2008,Red,2021-10-25,109,13
1210,All Terrain Vehicle,611,1998,Green,2021-11-16,114,23
1211,Roadbike,565,2020,White,2022-01-27,102,2
1212,Roadbike,629,2021,Brown,2021-11-04,102,0
1213,Moped,502,2020,Black,2021-11-26,102,1
1214,Roadbike,554,2008,Black,2022-03-10,109,14
1215,Roadbike,565,2018,Orange,2021-12-20,109,3
1216,Roadbike,550,2013,White,2021-11-05,102,8
1217,Roadbike,545,2014,Black,2022-03-10,102,8
1218,Moped,617,2021,Black,2022-01-30,102,1
1219,Moped,541,2021,Black,2022-03-08,102,1
1220,Moped,617,2021,Red,2022-01-02,102,1
1221,Moped,550,2013,Red,2022-01-28,114,9
1222,Roadbike,611,2022,Silver,2022-02-14,102,0
1223,Moped,538,2022,Red,2022-03-18,114,0
1224,Moped,594,2017,Black,2022-01-21,102,5
1225,Roadbike,561,2020,Black,2022-03-10,102,2
1226,Roadbike,611,2020,Black,2022-04-02,102,2
1227,Moped,583,2020,White,2022-03-13,103,2
1228,Roadbike,629,2019,Brown,2022-02-17,102,3
1229,Moped,567,2020,Black,2022-01-28,109,2
1230,Roadbike,565,2021,White,2022-01-02,109,1
1231,Roadbike,636,2021,Black,2022-01-29,102,1
1232,Roadbike,565,2021,White,2022-01-13,102,1
1233,Moped,538,2021,Blue,2021-12-24,102,0
1234,Roadbike,550,2021,Grey,2022-03-21,106,1
1235,Roadbike,611,2021,Black,2022-03-30,102,1
1236,Trailer,623,2004,Green,2022-01-14,109,18
1237,Moped,629,2018,White,2022-02-21,101,4
1238,Roadbike,636,2021,Red,2022-03-14,109,1
1239,Moped,502,2020,Black,2022-02-14,102,2
1240,Moped,629,2019,Black,2022-01-18,102,3
1241,Roadbike,636,2020,Cream,2022-02-20,101,2
1242,Moped,613,2021,Red,2022-01-08,114,1
1243,Roadbike,611,2021,Black,2021-12-14,109,0
1244,Moped,541,2021,Black,2022-03-23,114,1
1245,Moped,538,2017,White,2022-03-11,114,5
1246,Moped,538,2021,White,2022-03-19,102,1
1247,Roadbike,636,2012,Blue,2022-04-03,106,10
1248,Roadbike,545,2013,Red,2022-03-08,102,9
1249,Moped,617,2020,Black,2022-03-25,102,2
1250,Moped,541,2020,Black,2021-10-15,102,1
1251,Moped,617,2020,Black,2022-03-13,114,2
1252,Roadbike,565,2020,White,2022-01-15,102,2
1253,Roadbike,636,2020,Blue,2022-03-05,102,2
1254,Moped,617,2020,Blue,2022-01-27,115,2
1255,Roadbike,561,1988,Black,2022-04-02,103,34
1256,Moped,611,2020,Brown,2021-11-06,102,1
1257,Roadbike,565,2008,Orange,2022-02-10,114,14
1258,Moped,585,2021,Yellow,2021-12-14,102,0
1259,Moped,538,2021,Red,2022-01-27,114,1
1260,Moped,550,2007,White,2021-11-16,102,14
1261,Moped,585,2016,Black,2022-03-10,102,6
1262,Roadbike,625,2011,Red,2022-03-05,114,11
1264,Roadbike,611,2021,Black,2022-02-23,102,1
1265,Moped,617,2021,Blue,2022-04-03,114,1
1266,Roadbike,636,2021,Grey,2022-03-06,108,1
1267,Moped,585,2020,White,2021-11-12,102,1
1268,Roadbike,636,2020,Grey,2022-03-08,102,2
1269,Roadbike,563,2020,White,2021-11-15,109,1
1270,Moped,550,2020,Black,2021-11-10,102,1
1271,Roadbike,550,2002,Blue,2022-02-20,104,20
1272,Roadbike,611,2021,White,2021-11-23,109,0
1273,Roadbike,512,2021,White,2021-12-29,102,0
1274,Roadbike,636,2021,Grey,2021-12-20,103,0
1275,Moped,627,2021,White,2022-03-26,109,1
1276,Moped,617,2021,Black,2021-11-15,109,0
1277,Roadbike,611,2018,Orange,2022-03-11,103,4
1278,Roadbike,611,2022,Black,2022-03-22,102,0
1279,Roadbike,636,2016,Red,2022-02-21,102,6
1280,Trailer,514,2004,Silver,2022-03-07,102,18
1281,Moped,617,2019,Black,2022-02-27,109,3
1282,Roadbike,636,2020,Blue,2022-02-02,102,2
1283,Roadbike,601,2020,Black,2022-02-26,102,2
1284,Moped,590,2020,White,2021-12-04,108,1
1285,Roadbike,545,2020,Black,2021-11-19,109,1
1286,Roadbike,611,1998,White,2021-10-12,104,23
1287,Tractor,547,2021,Orange,2021-11-17,101,0
1288,Roadbike,565,2021,Orange,2022-02-22,102,1
1289,Roadbike,536,2005,Red,2021-12-15,101,16
1290,Moped,613,2021,Black,2021-11-15,114,0
1291,Roadbike,510,2021,Green,2021-12-08,103,0
1292,Moped,617,2021,Red,2022-01-02,114,1
1293,Roadbike,510,2021,Red,2022-03-17,102,1
1294,Roadbike,561,2019,White,2022-02-07,102,3
1295,Moped,617,2020,Black,2022-01-09,102,2
1296,Moped,617,2020,Black,2021-10-20,109,1
1297,Roadbike,505,2003,Black,2022-03-16,109,19
1298,Roadbike,636,2020,Blue,2022-03-02,102,2
1299,Roadbike,565,2006,Black,2022-01-18,109,16
1300,Moped,611,2020,White,2021-11-09,104,1
1301,Roadbike,565,2021,White,2022-02-23,102,1
1302,Moped,538,2021,Black,2021-11-20,111,0
1303,Moped,541,2021,Black,2021-10-12,102,0
1304,Roadbike,505,2021,Red,2022-02-11,109,1
1305,Roadbike,636,2021,Black,2022-02-20,108,1
1306,Moped,617,2021,Black,2022-02-14,109,1
1307,Moped,593,2021,Orange,2022-02-22,109,1
1308,Roadbike,601,2021,Blue,2022-03-04,102,1
1309,Roadbike,611,2022,Red,2022-02-03,102,0
1310,Moped,617,2022,Red,2022-03-29,114,0
1311,Roadbike,505,2020,Red,2022-01-25,103,2
1312,Roadbike,636,2020,Blue,2022-04-01,102,2
1313,Roadbike,636,2020,Grey,2021-12-01,102,1
1314,Moped,611,2020,White,2021-12-20,102,1
1315,Roadbike,636,2020,Black,2022-03-08,102,2
1316,Moped,617,2021,Black,2022-02-01,109,1
1317,Roadbike,550,2021,Red,2022-01-16,102,1
1318,Moped,632,2008,Black,2022-01-12,102,14
1319,Roadbike,565,2021,Orange,2022-01-28,102,1
1320,Roadbike,538,2021,Black,2021-12-18,102,0
1321,Roadbike,565,2021,Orange,2022-03-30,102,1
1322,Moped,593,2021,White,2022-01-28,109,1
1323,Roadbike,565,2021,White,2021-12-04,109,0
1324,Roadbike,561,2021,Black,2022-02-11,102,1
1325,Roadbike,565,2022,Silver,2022-03-25,102,0
1326,Roadbike,561,2010,Green,2022-02-10,109,12
1327,Roadbike,611,2007,Black,2022-02-23,109,15
1328,Moped,617,2020,Blue,2022-03-01,104,2
1329,Roadbike,636,2020,Black,2021-11-30,102,1
1330,Roadbike,561,2020,Black,2021-10-08,102,1
1331,Roadbike,601,2020,Black,2022-01-30,104,2
1332,Roadbike,510,2021,Black,2021-10-20,109,0
1333,Roadbike,611,2020,Silver,2022-02-17,109,2
1334,Moped,538,2021,Black,2021-10-18,109,0
1335,Moped,611,2021,Brown,2021-12-11,102,0
1336,Roadbike,611,2011,Black,2021-12-30,102,10
1337,Roadbike,611,2005,Black,2022-02-13,109,17
1338,Moped,617,2021,Black,2021-10-13,109,0
1339,Moped,541,2021,Black,2022-02-15,102,1
1340,Roadbike,565,2022,Black,2022-03-24,102,0
1341,Saloon,610,1998,Black,2022-01-20,106,24
1342,Stationwagon,550,1999,Gold,2022-02-02,115,23
1343,Stationwagon,576,1999,Silver,2022-01-29,109,23
1345,Utility,548,2004,White,2022-02-07,107,18
1346,Stationwagon,577,2004,Black,2021-10-20,102,17
1347,Light Van,619,2004,White,2021-12-15,103,17
1348,Saloon,587,2004,Silver,2022-02-22,101,18
1349,Saloon,570,1998,Cream,2022-01-28,102,24
1350,Hatchback,633,1997,Silver,2022-03-04,103,25
1351,Utility,580,2004,Blue,2022-03-06,108,18
1352,Utility,619,2004,Red,2021-12-17,104,17
1353,Stationwagon,619,1997,White,2022-03-30,102,25
1354,Stationwagon,587,1997,Black,2022-01-30,102,25
1355,Utility,540,2004,White,2021-12-18,104,17
1356,Light Van,619,2004,White,2022-02-28,108,18
1357,Light Van,619,2004,White,2022-02-11,102,18
1358,Utility,540,2004,White,2022-03-23,115,18
1359,Hatchback,576,1997,Silver,2021-12-14,106,24
1360,Utility,619,2004,Silver,2022-03-06,107,18
1361,Stationwagon,619,1994,Red,2022-02-12,104,28
1362,Hatchback,529,2004,Gold,2021-11-16,104,17
1363,Stationwagon,587,1995,Green,2021-11-22,102,26
1364,Stationwagon,556,1993,Green,2022-03-30,114,29
1365,Stationwagon,619,1995,Blue,2022-04-01,114,27
1366,Stationwagon,610,1997,Green,2022-01-11,103,25
1367,Saloon,540,2004,Silver,2021-10-26,104,17
1368,Utility,540,2004,Red,2022-02-11,109,18
1369,Saloon,619,2004,Black,2022-02-09,104,18
1370,Stationwagon,610,2004,White,2022-03-29,114,18
1371,Hatchback,619,1997,Red,2021-12-31,115,24
1372,Convertible,576,1998,Gold,2022-04-02,102,24
1373,Utility,540,2004,White,2022-03-18,102,18
1374,Light Van,540,2004,White,2022-03-25,102,18
1375,Utility,540,2004,White,2021-10-20,104,17
1376,Saloon,587,2004,Black,2021-10-16,104,17
1377,Saloon,540,2004,Blue,2021-11-10,114,17
1378,Stationwagon,619,1995,Green,2021-12-23,102,26
1379,Saloon,587,1995,Blue,2022-04-01,102,27
1380,Saloon,619,1996,White,2022-03-28,104,26
1381,Stationwagon,576,2000,White,2022-03-29,104,22
1382,Stationwagon,550,1996,Silver,2022-02-06,102,26
1383,Hatchback,587,1997,White,2022-01-14,102,25
1384,Saloon,550,2004,Silver,2022-03-01,102,18
1385,Saloon,587,1995,White,2021-12-15,105,26
1386,Saloon,540,2004,Blue,2021-10-29,102,17
1387,Hatchback,619,2004,White,2021-12-03,114,17
1388,Stationwagon,610,2002,Silver,2022-03-09,102,20
1389,Stationwagon,556,2000,Silver,2021-11-13,102,21
1390,Utility,576,2004,White,2022-03-16,104,18
1391,Stationwagon,619,1996,Green,2021-12-19,111,25
1392,Saloon,540,2004,Silver,2021-10-19,104,17
1393,Saloon,540,2004,Green,2022-01-18,104,18
1394,Saloon,610,2003,Red,2021-12-15,102,18
1395,Saloon,580,1996,Grey,2021-10-31,109,25
1396,Saloon,550,2004,Black,2022-03-10,104,18
1397,Stationwagon,610,2002,Silver,2021-11-12,109,19
1398,Light Van,619,1996,White,2022-03-22,102,26
1399,Utility,580,2004,Silver,2021-12-28,102,17
1400,Other Truck,619,1992,Silver,2022-01-07,101,30
1401,Stationwagon,610,2000,Red,2022-03-16,102,22
1402,Stationwagon,619,1994,Silver,2022-03-07,107,28
1403,Saloon,548,2004,Grey,2021-11-10,101,17
1404,Flat Deck Truck,531,1987,White,2021-11-16,107,34
1405,Stationwagon,540,2004,Silver,2022-01-13,102,18
1406,Utility,619,2004,Silver,2022-03-27,109,18
1407,Utility,619,2004,Red,2022-03-10,105,18
1408,Stationwagon,619,1994,White,2022-03-06,115,28
1409,Stationwagon,619,1996,Black,2022-02-19,104,26
1410,Mobile Home - Light,619,1991,White,2022-01-24,102,31
1411,Stationwagon,550,1996,Blue,2021-10-21,102,25
1412,Saloon,540,2004,Gold,2022-01-24,106,18
1413,Light Van,619,1998,White,2022-02-06,108,24
1414,Light Van,619,1999,White,2022-01-25,109,23
1415,Utility,576,2004,Blue,2021-10-13,104,17
1416,Stationwagon,580,2004,Blue,2022-04-05,102,18
1417,Utility,540,2004,Grey,2022-02-18,106,18
1418,Stationwagon,587,2007,White,2022-02-06,102,15
1419,Utility,548,2004,Grey,2022-02-21,101,18
1420,Saloon,587,1996,Silver,2021-10-13,103,25
1421,Stationwagon,610,1996,White,2022-03-02,107,26
1422,Hatchback,619,1996,Silver,2022-03-02,104,26
1423,Saloon,550,1997,Grey,2022-03-16,102,25
1424,Saloon,587,1997,White,2022-03-07,105,25
1425,Saloon,610,2001,Silver,2021-12-06,114,20
1426,Hatchback,531,2004,Gold,2022-02-16,111,18
1427,Stationwagon,587,1996,Blue,2021-10-31,102,25
1428,Stationwagon,610,1999,Grey,2022-03-31,115,23
1429,Saloon,587,1996,Blue,2022-04-06,102,26
1430,Stationwagon,610,1997,Red,2021-12-16,105,24
1431,Utility,548,2004,Blue,2021-11-22,114,17
1432,Stationwagon,580,2004,Silver,2021-10-19,114,17
1433,Light Van,619,2004,White,2022-03-25,109,18
1434,Utility,540,2004,White,2021-12-15,102,17
1435,Utility,576,2004,Blue,2021-12-12,109,17
1436,Light Van,619,2004,Blue,2022-03-26,109,18
1437,Stationwagon,540,2004,Blue,2022-04-02,108,18
1438,Stationwagon,619,1998,Blue,2022-03-30,114,24
1439,Stationwagon,619,1994,Silver,2021-11-04,114,27
1440,Stationwagon,619,1995,Green,2022-03-19,111,27
1441,Utility,540,1999,Red,2021-12-13,104,22
1442,Saloon,550,1996,White,2021-10-25,115,25
1443,Utility,540,2005,Blue,2021-12-20,104,16
1444,Sports Car,619,1996,Red,2021-10-18,105,25
1445,Saloon,540,2005,Silver,2021-12-31,114,16
1446,Saloon,512,2005,Blue,2021-12-22,109,16
1447,Stationwagon,550,1998,Silver,2022-02-13,114,24
1448,Utility,576,2005,White,2021-10-08,102,16
1449,Utility,576,2005,White,2022-04-01,109,17
1450,Stationwagon,587,1996,Black,2021-10-11,108,25
1451,Stationwagon,610,1997,Silver,2022-04-03,107,25
1452,Stationwagon,619,1996,Blue,2022-02-16,114,26
1453,Saloon,550,1997,Blue,2022-03-09,105,25
1454,Utility,540,2005,White,2021-12-28,114,16
1455,Sports Car,619,1997,White,2022-03-05,106,25
1456,Stationwagon,619,1996,Blue,2022-01-04,102,26
1457,Stationwagon,555,2004,Gold,2022-03-15,115,18
1458,Hatchback,611,2005,Blue,2021-11-05,105,16
1459,Hatchback,512,1995,Blue,2022-03-16,109,27
1460,Utility,548,2005,White,2021-11-13,102,16
1461,Saloon,633,2000,Blue,2021-12-16,103,21
1462,Saloon,587,2005,Blue,2021-11-15,109,16
1463,Saloon,512,2005,Grey,2021-11-19,102,16
1464,Utility,619,2005,White,2021-12-18,104,16
1465,Saloon,507,2005,Black,2021-12-17,102,16
1466,Stationwagon,619,1994,Green,2022-03-05,104,28
1467,Utility,576,2005,Red,2022-03-23,115,17
1468,Saloon,548,2002,Grey,2022-03-21,107,20
1469,Utility,587,2005,White,2022-01-06,104,17
1470,Utility,576,2005,Blue,2022-01-29,114,17
1471,Saloon,576,2002,White,2021-11-17,104,19
1473,Utility,576,2005,White,2022-04-04,114,17
1474,Stationwagon,556,1994,Blue,2022-03-10,101,28
1475,Stationwagon,619,1994,Blue,2022-01-18,114,28
1476,Utility,540,2005,Blue,2022-04-05,103,17
1477,Saloon,587,1998,White,2022-02-11,114,24
1478,Utility,540,2005,White,2022-03-16,107,17
1479,Stationwagon,587,1993,Black,2021-10-17,114,28
1480,Trailer - Heavy,623,2012,Grey,2021-11-22,102,9
1481,Stationwagon,540,2005,White,2022-01-30,103,17
1482,Stationwagon,619,1998,Blue,2021-11-17,111,23
1483,Saloon,548,2005,Red,2022-03-09,102,17
1484,Hatchback,619,1996,Green,2022-03-27,104,26
1485,Light Van,619,1996,White,2022-01-27,108,26
1486,Stationwagon,619,1998,Blue,2022-02-01,103,24
1487,Stationwagon,587,1997,Blue,2022-03-29,103,25
1488,Stationwagon,576,1998,Red,2022-01-25,108,24
1489,Stationwagon,540,2005,Black,2021-11-05,102,16
1490,Utility,540,2005,Silver,2022-01-01,109,17
1491,Stationwagon,610,1998,Silver,2022-02-07,114,24
1492,Stationwagon,556,1996,Grey,2021-11-18,114,25
1493,Saloon,512,2000,Blue,2022-02-15,114,22
1494,Utility,548,2005,White,2021-11-25,102,16
1495,Utility,540,2005,Black,2022-03-03,102,17
1496,Utility,540,2005,Blue,2021-12-10,109,16
1497,Utility,540,2005,Red,2021-10-23,109,16
1498,Hatchback,576,2005,Black,2022-04-04,102,17
1499,Hatchback,512,1996,Blue,2022-01-05,111,26
1500,Stationwagon,610,1997,Silver,2022-03-10,102,25
1501,Other Truck,587,1994,White,2022-01-25,109,28
1502,Other Truck,556,1994,White,2022-02-12,102,28
1503,Light Van,619,1999,White,2022-02-12,102,23
1504,Stationwagon,555,2005,Blue,2021-10-12,111,16
1505,Utility,576,2005,White,2022-02-10,102,17
1506,Utility,540,2005,Grey,2021-10-08,104,16
1507,Saloon,550,1998,Blue,2022-01-15,105,24
1508,Utility,540,2005,White,2021-10-13,102,16
1509,Saloon,619,2003,Silver,2022-01-29,104,19
1510,Stationwagon,540,2005,Black,2022-01-26,102,17
1511,Light Van,619,1994,Brown,2021-12-20,104,27
1512,Stationwagon,619,1995,Green,2021-12-24,114,26
1513,Hatchback,540,2005,Red,2021-11-01,107,16
1514,Saloon,540,2005,Silver,2022-03-30,109,17
1515,Saloon,550,1998,White,2022-03-29,102,24
1516,Utility,540,2005,Green,2022-04-04,102,17
1517,Saloon,540,2005,Blue,2021-11-07,114,16
1518,Stationwagon,619,1994,Silver,2021-11-14,114,27
1519,Light Van,619,1998,White,2021-12-08,114,23
1520,Stationwagon,540,2005,Black,2021-12-07,109,16
1521,Saloon,548,2005,Black,2021-12-07,101,16
1522,Hatchback,540,2005,White,2021-12-28,114,16
1523,Saloon,512,2005,Green,2022-03-27,109,17
1524,Stationwagon,619,1995,Blue,2021-10-18,114,26
1525,Light Van,619,1995,Silver,2022-02-27,114,27
1526,Saloon,619,1998,Black,2021-12-29,114,23
1527,Utility,576,2005,White,2022-03-27,114,17
1528,Saloon,540,2003,Red,2022-01-23,104,19
1529,Stationwagon,540,2005,Silver,2022-03-05,105,17
1530,Stationwagon,540,2005,White,2022-01-31,103,17
1531,Utility,540,2005,White,2022-01-18,103,17
1532,Stationwagon,611,1994,Red,2022-02-07,108,28
1533,Saloon,550,2005,Grey,2021-10-09,101,16
1534,Sports Car,587,1996,Black,2022-01-09,102,26
1535,Light Van,619,1997,Silver,2022-02-25,102,25
1536,Utility,548,2005,Blue,2021-12-02,102,16
1537,Utility,540,2005,White,2022-03-02,114,17
1538,Utility,576,2005,Black,2022-02-04,104,17
1539,Stationwagon,576,2000,White,2022-04-04,103,22
1540,Stationwagon,540,2005,Gold,2022-02-17,103,17
1541,Utility,540,2005,Silver,2022-04-05,114,17
1542,Saloon,576,2005,Silver,2022-01-31,101,17
1543,Hatchback,592,2005,Black,2022-04-02,109,17
1544,Saloon,619,1998,Green,2022-04-02,103,24
1545,Hatchback,531,2005,Blue,2021-12-03,114,16
1546,Hatchback,587,1998,White,2021-10-28,103,23
1547,Stationwagon,550,1996,Silver,2022-01-28,103,26
1548,Stationwagon,556,1997,Green,2021-11-04,114,24
1549,Saloon,619,1999,Silver,2022-02-04,114,23
1550,Saloon,576,1996,Blue,2021-12-15,105,25
1551,Utility,540,2005,White,2021-12-16,103,16
1552,Saloon,512,2002,Black,2022-01-28,102,20
1553,Hatchback,576,2003,Blue,2022-03-09,104,19
1554,Stationwagon,619,1996,Blue,2022-03-21,107,26
1555,Hatchback,548,2005,Blue,2022-04-04,111,17
1556,Utility,576,2005,White,2021-10-08,104,16
1557,Utility,619,2005,Silver,2021-10-21,104,16
1558,Heavy Van,540,2005,Blue,2021-10-28,101,16
1559,Stationwagon,540,2005,Black,2022-03-25,102,17
1560,Saloon,587,1996,Grey,2021-10-10,103,25
1561,Trailer,514,2004,Silver,2021-11-25,109,17
1562,Saloon,610,2005,Black,2022-04-04,102,17
1563,Hatchback,619,1994,Blue,2022-01-10,115,28
1564,Utility,540,2005,White,2021-12-15,102,16
1565,Hatchback,619,2001,Silver,2022-01-14,102,21
1566,Utility,587,2005,White,2022-03-24,109,17
1567,Utility,540,2005,White,2022-03-27,115,17
1568,Saloon,512,2007,White,2022-04-05,102,15
1569,Utility,576,2005,White,2022-03-30,102,17
1570,Utility,540,2005,Blue,2022-03-28,111,17
1571,Saloon,587,1995,Silver,2022-01-15,114,27
1572,Mobile Home - Light,586,1943,White,2021-10-19,108,78
1573,Stationwagon,556,1996,Green,2021-10-09,104,25
1574,Hatchback,580,2003,Silver,2021-12-16,109,18
1575,Stationwagon,587,1996,Brown,2021-10-10,101,25
1576,Hatchback,548,2004,Silver,2022-01-17,103,18
1577,Stationwagon,587,1997,Blue,2021-12-20,104,24
1578,Saloon,580,2006,Red,2021-10-13,107,15
1579,Saloon,512,1995,Blue,2022-01-21,111,27
1580,Stationwagon,611,1998,White,2022-02-07,101,24
1581,Stationwagon,619,1996,Blue,2022-03-13,109,26
1582,Stationwagon,548,2006,Silver,2022-03-21,102,16
1583,Saloon,602,2006,Silver,2022-02-07,102,16
1584,Stationwagon,619,1996,Silver,2022-01-06,109,26
1585,Utility,540,2006,White,2021-12-30,104,15
1586,Stationwagon,619,1997,Black,2021-12-16,102,24
1587,Saloon,576,1998,Blue,2022-04-04,102,24
1588,Saloon,587,1998,White,2022-03-09,102,24
1589,Utility,540,2006,White,2022-03-24,115,16
1590,Stationwagon,587,1994,Green,2022-03-18,102,28
1591,Saloon,548,2006,Silver,2022-02-11,103,16
1592,Stationwagon,550,1997,Grey,2022-01-04,104,25
1593,Stationwagon,587,1998,Silver,2022-03-09,104,24
1594,Utility,576,2006,White,2021-11-23,102,15
1595,Saloon,587,1998,Silver,2021-12-09,114,23
1596,Light Van,619,1997,White,2022-04-01,102,25
1597,Saloon,555,2006,Silver,2022-02-19,102,16
1598,Stationwagon,619,1996,Silver,2022-02-11,114,26
1599,Saloon,587,1996,Silver,2022-02-27,103,26
1600,Stationwagon,610,2000,Blue,2022-03-03,107,22
1601,Stationwagon,587,1999,Black,2022-01-30,114,23
1602,Stationwagon,619,1995,Brown,2022-01-25,106,27
1603,Stationwagon,550,2002,Blue,2021-12-23,103,19
1604,Saloon,548,2006,Black,2021-10-27,102,15
1605,Hatchback,619,2006,Red,2022-02-22,114,16
1606,Utility,540,2006,White,2021-10-22,109,15
1607,Stationwagon,610,1996,Silver,2022-02-19,105,26
1608,Utility,576,1994,Red,2021-10-24,102,27
1609,Saloon,540,2006,Red,2021-12-12,104,15
1610,Saloon,610,2003,Red,2022-01-27,104,19
1611,Saloon,610,1998,White,2022-03-17,116,24
1612,Utility,540,2005,Grey,2022-02-16,104,17
1613,Utility,540,2006,White,2022-03-25,102,16
1614,Stationwagon,610,1996,Silver,2022-01-02,116,26
1615,Utility,540,2006,Silver,2022-02-20,114,16
1616,Stationwagon,576,1999,White,2021-11-29,101,22
1617,Utility,540,2006,Silver,2021-11-20,102,15
1618,Saloon,619,1998,White,2022-01-09,109,24
1619,Stationwagon,587,1994,Blue,2021-11-23,114,27
1620,Stationwagon,619,1995,Blue,2021-11-02,114,26
1621,Stationwagon,550,1996,Red,2021-12-21,114,25
1622,Utility,576,2006,White,2022-02-07,103,16
1623,Light Van,587,1996,Green,2022-03-21,102,26
1624,Utility,540,2006,White,2021-11-24,101,15
1625,Saloon,587,1996,Silver,2021-10-16,101,25
1626,Stationwagon,550,1999,Silver,2021-11-02,102,22
1627,Saloon,619,2001,Red,2021-12-17,109,20
1628,Stationwagon,619,1999,Blue,2022-04-05,114,23
1629,Utility,540,2006,Grey,2021-12-08,111,15
1630,Sports Car,619,1997,Red,2021-12-13,104,24
1631,Stationwagon,540,1999,Brown,2022-04-05,105,23
1632,Stationwagon,619,1997,Silver,2022-02-11,115,25
1633,Saloon,548,2006,Grey,2022-03-01,114,16
1634,Stationwagon,556,1997,White,2022-02-03,114,25
1635,Other Truck,587,1992,Silver,2021-12-15,104,29
1636,Hatchback,587,1997,Silver,2022-01-24,114,25
1637,Stationwagon,611,2006,Silver,2021-12-25,108,15
1638,Saloon,555,2006,Black,2021-11-29,114,15
1639,Stationwagon,619,2006,Brown,2021-12-28,114,15
